Дата покупки,Код товара,Махсулот,Имейка,Таннарх,Поставщик,Коробка,Ёмкость батареи,Память,Бренд,Состояние,Цвет
23.08.24,T0096,13 Pro,350367279197585,540,Mirfozil,,,128 GB,Apple,NEW,Sierra Blue
22.08.24,T0115,13 Pro Max,354941731587355,655,Aziz B30,,,128 GB,Apple,NEW,Gold
22.08.24,T0228,15 Pro Max,356876525988823,"1 180,000",Aziz aka b7,,,256 GB,Apple,NEW,Natural Titanium
22.08.24,T0324,AirPods 3,MG07665VQW,145,Bahrom B14,,,,,,
22.08.24,T0103,13 Pro,355196751162832,585,Baxtika A31,,,256 GB,Apple,NEW,Graphite
22.08.24,T0115,13 Pro Max,350566104261900,670,Baxtika A31,,,128 GB,Apple,NEW,Gold
22.08.24,T0225,15 Pro Max,354242630395143,"1 025,000",Baxtika A31,,,256 GB,Apple,NEW,Natural Titanium
22.08.24,T0228,15 Pro Max,358759858441255,"1 025,000",Baxtika A31,,,256 GB,Apple,NEW,Natural Titanium
22.08.24,T0313,15 Pro,355721794653008,830,Malika,,,128 GB,Apple,NEW,Natural Titanium
22.08.24,T0228,15 Pro Max,356642155040203,"1 160,000",Mirfozil,,,256 GB,Apple,NEW,Natural Titanium
22.08.24,T0313,15 Pro,355721791475892,790,Mirfozil,,,128 GB,Apple,NEW,Natural Titanium
21.08.24,T0056,12 Pro Max,3577761753889547,490,Aziz B30,,,128 GB,Apple,NEW,Pacific Blue
21.08.24,T0176,14 Pro Max,351088763979754,780,Aziz B30,,,128 GB,Apple,NEW,Deep Purple
21.08.24,T0176,14 Pro Max,352192203321020,750,Aziz B30,,,128 GB,Apple,NEW,Deep Purple
21.08.24,T0322,iWatch 9 45 mm,KWJM6DYR50,350,Bahrom B14,,,,,B/U,Teal
21.08.24,T0126,13 Pro Max,353997891031353,680,Baxtika A31,,,256 GB,Apple,NEW,Sierra Blue
21.08.24,T0165,14 Pro,358047327320031,720,Baxtika A31,,,256 GB,Apple,NEW,Space Black
21.08.24,T0228,15 Pro Max,353104768730924,995,Baxtika A31,,,256 GB,Apple,NEW,Natural Titanium
21.08.24,T0314,15 Pro,356927171571726,860,Baxtika A31,,,128 GB,Apple,NEW,Blue Titanium
21.08.24,T0313,15 Pro,350534770777500,940,Fayzi b27,,,128 GB,Apple,NEW,Natural Titanium
21.08.24,T0228,15 Pro Max,350727305522348,"1 160,000",Mirfozil,,,256 GB,Apple,NEW,Natural Titanium
21.08.24,T0323,Samsung A55,352053266133676,350,Orizor xusan,,,,,,
21.08.24,T0157,14 Pro,354256834777294,600,Trade-in,,,128 GB,Apple,NEW,Space Black
20.08.24,T0322,iWatch 9 45 mm,K6QDQ6726K,345,Bahrom B14,,,,,B/U,Teal
18.08.24,T0157,14 Pro,351553267172487,720,Aziz B30,,,128 GB,Apple,NEW,Space Black
18.08.24,T0320,13 mini,354852523342604,380,Aziz B30,,,128 GB,Apple,B/U,Midnight
18.08.24,T0228,15 Pro Max,354950992396224,"1 180,000",Aziz aka b7,,,256 GB,Apple,NEW,Natural Titanium
18.08.24,T0228,15 Pro Max,354242633572078,"1 135,000",Aziz aka b7,,,256 GB,Apple,NEW,Natural Titanium
18.08.24,T0321,Apple Watch Ultra 2 49mm Titanium Blue Ocean Band,DKGP32C172,560,B44,,,,Apple,,Blue Titanium
18.08.24,T0096,13 Pro,359664979207645,565,Baxtika A31,,,128 GB,Apple,NEW,Sierra Blue
18.08.24,T0125,13 Pro Max,357782726263199,670,Baxtika A31,,,256 GB,Apple,NEW,Gold
18.08.24,T0225,15 Pro Max,354242632174363,"1 035,000",Baxtika A31,,,256 GB,Apple,NEW,Natural Titanium
18.08.24,T0227,15 Pro Max,354449447202996,"1 200,000",Fayzi b27,,,256 GB,Apple,NEW,Blue Titanium
18.08.24,T0228,15 Pro Max,358797335725254,"1 140,000",Fayzi b27,,,256 GB,Apple,NEW,Natural Titanium
18.08.24,T0160,14 Pro,353584655133151,665,Mirfozil,,,128 GB,Apple,NEW,Deep Purple
18.08.24,T0056,12 Pro Max,356732113703191,440,Temur,,,128 GB,Apple,NEW,Pacific Blue
18.08.24,T0095,13 Pro,351228765104262,460,Trade-in,,,128 GB,Apple,NEW,Gold
17.08.24,T0313,15 Pro,353281471638998,870,Aziz aka b7,,,128 GB,Apple,NEW,Natural Titanium
17.08.24,T0096,13 Pro,356649158513998,585,Baxtika A31,,,128 GB,Apple,NEW,Sierra Blue
17.08.24,T0123,13 Pro Max,358649252848215,620,Baxtika A31,,,256 GB,Apple,NEW,Graphite
17.08.24,T0168,14 Pro,350585881596478,710,Baxtika A31,,,256 GB,Apple,NEW,Deep Purple
17.08.24,T0180,14 Pro Max,352459259195339,830,Baxtika A31,,,128 GB,Apple,B/U,Deep Purple
17.08.24,T0212,15 Pro,355482477578908,"1 040,000",Fayzi b27,,,256 GB,Apple,NEW,Natural Titanium
17.08.24,T0225,15 Pro Max,350814295376420,"1 200,000",Fayzi b27,,,256 GB,Apple,NEW,Natural Titanium
17.08.24,T0318,Samsung S24,356663764568759,630,Hamidulloh aka,,,,,,
17.08.24,T0313,15 Pro,355663602627859,"1 010,000",Jamol aka B30,,,128 GB,Apple,NEW,Natural Titanium
17.08.24,T0228,15 Pro Max,356836324017117,"1 140,000",Mirfozil,,,256 GB,Apple,NEW,Natural Titanium
17.08.24,T0228,15 Pro Max,355458124000671,"1 135,000",Mirfozil,,,256 GB,Apple,NEW,Natural Titanium
17.08.24,T0319,12 mini,357855860265079,245,Mirfozil,,,128 GB,,,
17.08.24,T0081,13,352824483427750,370,Temur,,,256 GB,Apple,NEW,Starlight
15.08.24,T0228,15 Pro Max,355458125593260,"1 160,000",Temur,,,256 GB,Apple,NEW,Natural Titanium
14.08.24,T0212,15 Pro,358819900496176,880,Mirfozil,,,256 GB,Apple,NEW,Natural Titanium
13.08.24,T0231,15 Pro Max,359824372197202,"1 025,000",Mirfozil,,,256 GB,Apple,B/U,Blue Titanium
